,id,listing_url,name,number_of_bedrooms,description,cancellation_policy,review_scores_value,reviews_per_month,host_id,host_name
231,5848400,https://www.airbnb.com/rooms/5848400,queen anne classic victorian 3 bdrm,5,charming victorian home built 1889 updated modern family living vacationing step inside classic queen anne victorian built 1889 step back time era charm pure craftsmanship enjoy period details flashes owners personality throughout superbly decorated home dragon doorway fairies window never far whimsy charm staying gorgeous victorian vacation retreat main floor features plenty space spread traditional living room spacious dining room cozy den beautiful updated sunroom downstairs bathroom features classic claw foot tub unleash inner chef updated kitchen 6burner gas range miele convection oven plenty highend cookware perfectly laid cooking big meals easy prepare thanksgiving christmas dinner two ovens prep sink island summer fire,strict,9.0,0.5,430709,Sea To Sky Rentals
232,6077760,https://www.airbnb.com/rooms/6077760,private room and patio with view,2,amazing lake union view provides soothing close downtown hideaway private bedroom bathroom private deck shared kitchen living room shared rooftop deck much feel comfortable live listed property full time area walkable downtown fremont close transit amazon sensitive contents hidden westlake quieter mostly residential area small eateries 5 bus lines within 5 minute walking radius,moderate,10.0,2.92,21288637,Alex
233,4642956,https://www.airbnb.com/rooms/4642956,top of queen anne on highland drive,2,located queen anne hill highland drive home offers quintessential seattle experience boasting iconic view sleepy neighborhood feel sits steps seattle offer ideally located heart city spectacular view top queen anne hill guests access seattle offer ideally located moments great coffee shops bars restaurants within minutes vibrant south lake union space needle downtown pike place market etc full kitchen work space private 300 sqft deck beautiful winter perfect summer homeowners premises upper unit respect given muchlittle interaction prefer ideally located one soughtafter seattle neighborhoods moments restaurants nightlife attractions queen anne lower queen anne sitting minutes south lake union amazon microsoft gates foundation,moderate,8.0,0.1,24038354,John & Ann
234,1167507,https://www.airbnb.com/rooms/1167507,queen anne motherinlaw 1br1bath,1,queen anne wonderful community close downtown seattle pikes market lake union key arena seattle center monorail space needle imax theatre emp chihuly glass museum international fountain bill melinda gates foundation stay seattles oldest residential neighborhood queen anne hill yet steps city life house located historical street bigelow ave part crown queen anne loop beautiful fully remodeled well maintained home private motherinlaw suite bottom part house private entrance plenty windows stairs walk small step front door another one tofrom bedroom unfortunately wheelchair access sleeps 24 people openfloor unit need visit city including free wifi clean furnished linens towels kitchenware included separate entrance garage free street parking living room living r,strict,10.0,1.93,6393323,Thomas And Leona
235,6044106,https://www.airbnb.com/rooms/6044106,modern seattle apartment with gym,3,great balcony views lake union cascades 10 minute walk fremont south lake union lower queen anne 25 minute walk downtown equipped washerdryer new appliances highspeed wifi cable gas grill bike repair station community deck 2 tvs note large suvs like suburbans fit parking spot midsize smaller great one bedroom newly remodeled apartment comfortable queensize bed memory foam topper queensize sofa sleeper tvs living room bedroom fully equipped kitchen everything need make stay enjoyable seattle whether days extended stay washerdryer apartment new appliances dishwasher iron hairdryer microwave highspeed internetwificable designated parking space bike repair station common deck gas grills gas heaters seating views lake union please feel free contact us additional questions bike lanes,strict,10.0,5.91,31366898,Christine
236,1799255,https://www.airbnb.com/rooms/1799255,cozy queen anne cottage,2,stay one best neighborhoods seattle 15 minutes bus downtown sunny bedroom craftsman home two adorable dogs welcome along host lived 25 years walk shops restaurants safe house built 1904 remodeled twice add space bedroom offer guests queen bed bathroom across hall bedroom bathroom shut rest house privacy guests access common areaskitchen living room office dining room kitchen private bathroom tub shower working person would 95 monday friday would glad help plan stay seattle surrounding areas lived 25 years tell great places shouldnt miss join glass wine end day coffee,flexible,10.0,2.29,9435135,Sharon
237,8941768,https://www.airbnb.com/rooms/8941768,queen anne living,2,tastefully appointed quiet 1bedroom condo lower upper queen anne beautiful view sunrise lake union cascades walk qfc south lake union hightech area seattle center parks top queen anne pets ask buses downtown front building walking distance seattle center south lake union upper queen anne,flexible,10.0,0.59,3022709,Laura
238,6569950,https://www.airbnb.com/rooms/6569950,breathtaking views near city,3,beautiful apartment nestled right outside downtown seattle iconic queen anne area incredible views elliot bay space needle downtown seattle mt rainier minutes away city yet safeupscale neighborhood,flexible,10.0,0.2,34363282,Brad
239,7733192,https://www.airbnb.com/rooms/7733192,luxurious modern panoramic views,2,contemporary retreat stunning views space needle seattle skyline lake union almost every room house perfectly located south slope queen anne minutes walk main attractions seattle light big windows open spaces views contemporaneity art every space house great people appreciate modernism relaxation close everything seattle offer including seattle center downtown queen anne south lake union amazon home backyard offer help long town 10 minutes walk restaurants shopping area queen anne 30 minutes walk downtown 20 minutes walk south lake union easy access areas seattle bus uber house bus line downtown walking easy major attractions 1030 minutes depend attraction,moderate,9.0,2.67,24633415,David
240,9215782,https://www.airbnb.com/rooms/9215782,queen anne 2bedroom 2bath condo,2,spacious condo sleeps four comfortably twobedroom queen beds two full baths amazing location near downtown seattle walking distance queen anne seattle needle city center kerry park amazon corp office area bars restaurants two full bathrooms upgraded amenities throughout granite countertops stainless steel appliances large kitchen dining table large living room relax watch tv listen music quiet street close best areas things seattle beautiful view city blocks away kerry park convenient location near seattle bus stop free street parking also located within walking distance seattle city center queen anne amazon,strict,,1.71,23551180,Mary
241,5175631,https://www.airbnb.com/rooms/5175631,le penthouse,3,late 60s quirky clean comfortable 2bd penthouse unobstructed views lake union cascade mountains bus lines easy access downtown free parking shopping restaurants half mi walking seattle center 15 mi 30 min walk cool space spectacular views rooms bones dated clean comfortable portable airconditioner fans provided summer deck small comfortably sits 4 full kitchen includes coffee maker hair dryer iron board washer dryer provided shampoo shower gel provided private free parking private entrance 1 level back building 6th ave n living space although stay premises rented bus lines within block easy access downtown 12 mile fremont closest retail restaurants music venues shopping entire home except closets keep personal things living space although stay prem,strict,10.0,2.57,17039361,Jeremy
242,6315614,https://www.airbnb.com/rooms/6315614,queen anne comfort,2,like many places seattle view space needle difference 10 minute walk place apartment corner unit windows rapping around open making feel like outside,flexible,,,27215994,Jonathan
243,9134193,https://www.airbnb.com/rooms/9134193,modern open studio,1,studio apartment w comfy open layout washer dryer murphy full size bed full size kitchen modern appliances island stools dining also porch opens courtyard grill patio seating apartment conveniently located heart upper queen anne intersection anything need across street around corner walking distance downtown public transit routes hill place need go studio feels expansive especially since murphy bed allows usable space pull handlebars viola spacious living room transformed giant bedroom kitchen watch tv couch move coffee table angle lightweight entertainment center face murphy watch lie bed access whole apartment leave key go gym,moderate,10.0,1.0,47573170,Kristin
244,2481189,https://www.airbnb.com/rooms/2481189,queen anne  cozy 3 bd viewparking,2,centrally located 3 bedroom 2 bathroom space enjoy gourmet kitchen master bedroom french doors open balcony overlooking lake union living room fireplace children friendly place pets please bus line space comfortable 46 guests master bedroom master bathroom located second floor master bedroom french doors open balcony go overlooks lake union sit balcony watch sailing boats go sippping favorite beverage main floor two bedrooms full bathroom kitchen livingroom fireplace one bedrooms sleeps two separately sleeps either one two comfortable twin size bed extends king size bed bedroom also includes crib kitchens well equiped everything might need make stay comfortable eating bar comfortably sits four front yard good place ha,strict,10.0,2.41,12693172,Laura & Peter
245,8535897,https://www.airbnb.com/rooms/8535897,meditteranean style queen anne home,2,1927 iconic home designed f barnes private entrance private bathroom private bedroom perched top queen anne huge floor ceiling window 1 block cafes restaurants room large sunlit queen sized bed global artwork room extremely large approximately 24 feet 14 feet 2 windows get decent amount sun flat screen tv room dresser clothes welcome house guests access room back entrance house also access yard home time happy help quick questions may spacious living top queen anne hill within 1 block cafes restaurants 15 miles downtown 4 bus lines within couple blocks walkable neighborhood score 89 easy access kerry park magnificent views downtown seattle mt rainier see olympic mountain range yar,strict,10.0,3.82,23822173,Supriya
246,9476826,https://www.airbnb.com/rooms/9476826,furnished private roomnew building,0,private room 2 bed2 bath unit gates foundation amazon walkable inunit washerdryer space needle view deck garage parking looking longer term roommate month two minimum stay work home several days week,flexible,,,2495385,Drew
247,3144311,https://www.airbnb.com/rooms/3144311,stunning water view spacious condo,3,sweeping views lake union cascades large one bedroom 5 minutes amazon dt queen anne south lake union contemporary high end interiors hardwood floors new appliances secured parking garage ample free street parking gorgeous views located east side queen anne hill overlooking lake union cascade mountians one mile space needle downtown seattle gasworks park bus line within 1 minute walking distance take wherever need go starbucks within walking distance condo grocery store right across street easy access bike lane high speed internet cable tv provided 1 parking spot secured covered garage ample free parking easy find within block condo garage parking arranged depending availability work full time please discuss time arrival departure advance possible phone call away,moderate,9.0,0.63,1917040,Aman
248,9370007,https://www.airbnb.com/rooms/9370007,luminous and comfortable,2,place amazing great view space needle city deck close seattle center bill melinda gates foundation beautiful inside comfortable whether business vacation feel right home apartment located top floor apartment bright lovely cross breeze open windows nice deck facing space needle apartment accommodation four people queen size bed living room couch pull make full size bed wireless internet flat screen tv living room bedroom find queen sized bed side table wall wall long closet extra linens fully stocked kitchen space charming bright cheerful youll feel good older building inside almost brand new everything unit use enjoyment child please let know advance hav,strict,,,23792018,Roda
249,6781308,https://www.airbnb.com/rooms/6781308,heart of seattle minutes to it all,1,beautiful newly renovated vacation rental home great water view lake union minutes pikes place zoo space needle 1 queen memory foam mattress sofa bed memory foam topper sleeps 4 fully equipped kitchen newly renovated one bedroom one bath apartment hardwood flooring new appliances microwave washerdryer queen size bed fullqueen pull sofa 2 memory foam mattress topper provided extra comfort fully equipped kitchen includes toaster blender keurig culinary needs weve added wine fridge ice maker enhance convenience addition happy find iron ironing board business evening attire bathroom includes basic essentials provide shampoo conditioner individually packaged soaps blow dryer check 4pm check 1130am earlylate check inout guaranteed best accommodate one parking spot ava,strict,10.0,4.68,33944952,Timothy
250,160222,https://www.airbnb.com/rooms/160222,apt on lake union  inheart of city,0,cookbook authors rad little 1 bedroom apt overlooking lake union amazing eastfacing sunrise view mountains lake full herb garden lasts wellappointed kitchen cooking baking stay wellstocked urban pantry rad little one bedroom apt overlooking lake union amazing eastfacing sunrise view mountains lake full herb garden lasts wellappointed kitchen cooking baking stay wellstocked urban pantry full handmade preserves everything pantry whole food organic handmade youre welcome cook something whilst need go grocery shopping basics stay may read apartment apartment therapy head thekitchn check toursavisitwithamypenningtongardenerpreserverkitchentour158979 queen bed organic cotton sheets apartment wifi hbo apple tv local cable tv small desk monitor multimon hook,moderate,9.0,0.98,767899,Amy
251,4250367,https://www.airbnb.com/rooms/4250367,luxury in queen anne very walkable,2,amazing views close downtown yet tucked away perfect spot stunning elegant property amazing views book experience splendor luxurious three 3 bedroom 35 bathroom homes versatile living executive office space boasts expertly crafted architecture interior design including placement sculpture fine art fully furnished home provides long list amenities prerequisite elegant stay seattle area pleased provide recent upgrades painted interior spaces reconditioned kitchen flooring new installation highquality wifi make stay productive walking distance many seattle best tourist attractions shops restaurants queen anne everywhere except one closet drawer belong owner available help ever needed either jeff one representatives communication community within walking distance downto,flexible,10.0,0.53,919364,Jeff
252,8755479,https://www.airbnb.com/rooms/8755479,2 bedroom  2 bath large deck view,0,great location easy access downtown seattle buses walking upperlower queen anne plus south lake union private deck amazing views open space 2 bedroom 2 full bath large kitchen dining room 2 living rooms 2 bedrooms 2 bathrooms home massive private deck 800 sq feet enjoy bbqing beautiful views space needle drinking glass wine place also seconds away foot major bus lines cross city parking available street without permit always find spot within block house craftsman style house almost 100 years old fully renovated inside kitchen granite countertops bar comfortable eating entertaining large living room first walk around fireplace dining room kitchen second living room area side access point deck kitchen wonderful views,moderate,9.0,0.71,6097842,Brittain
253,8829156,https://www.airbnb.com/rooms/8829156,queen ann central neighborhood,2,place conveniently located close bus stop walking distance seattle downtown fremont great view lake union lake union 10 minutes walk apartment 1 bedroom apartment access whole apartment needed friendly would available help city questions safe neighborhood close lively seattle downtown fremont yet residential feeling around perfect relaxed time bus stops right outside take anywhere conveniently located 1520 minutes walking distance fremont seattle downtown na,flexible,10.0,2.66,46243391,Taher
254,5126077,https://www.airbnb.com/rooms/5126077,location and view in queen anne,1,great location easy access downtown seattle buses walking upperlower queen anne plus south lake union private deck amazing views open space 2 bedrooms 2 bathrooms home offering one bedrooms bathrooms traveling offer entire unit please ask also massive private deck 800 sq feet enjoy bbqing beautiful views space needle drinking glass wine place also seconds away foot major bus lines cross city parking available street without permit always find spot within block house craftsman style house almost 100 years old fully renovated inside kitchen granite countertops bar comfortable eating entertaining large living room first walk around fireplace dining room kitchen second living room area side access point de,moderate,6.0,0.34,6097842,Brittain
255,6108796,https://www.airbnb.com/rooms/6108796,classy seattle apartment and gym,1,views lake union cascades 1 minute walk fremont south lake union lower queen anne 25 minute walk downtown washerdryer new appliances highspeed wifi cable gas grills bike repair station community deck 2 tvs beats hotel note large suvs like suburbans fit parking spot midsize smaller great one bedroom newly remodeled apartment one queensize bed memory foam topper one fullsize futon tvs living room bedroom plenty hot water fully equipped kitchen washerdryer apartment new appliances dishwasher iron hairdryer microwave highspeed internetwificable designated parking space bike repair station common deck gas grills gas heaters seating views lake union please feel free contact us additional questions bike lanes dexter avenue way downtown seattle walking distance great restaurants cafes 20 minute walk space needle,strict,9.0,5.81,31366898,Christine
256,2692126,https://www.airbnb.com/rooms/2692126,cute  tidy by seattle center,3,relax tgarden apartment queen anne blocks gates foundation space needle amazons hq slu ideal tourists looking near action business travelersrelocators looking temporary nest apartment newly remodeled 2013 tastefully decorated new furnishings apartment onebedroom one queensized bed located lower level seattle craftsmen home things note space ideal one person couple also unit quiet may hear occassional footsteps time time since home nearly 100 years old part charm guests acces shared laundry facility shared main unit live adjacent unit premis provide assistance advice also like provide guests privacy stays location king located southeast side queen anne walking distance queen anne v,strict,10.0,3.45,106972,Kelly
257,6882211,https://www.airbnb.com/rooms/6882211,spacious apt in queen anne,1,spacious basement onebedbath apartment available newly remodeled craftsman home seattles queen anne neighborhood private entrance fully furnished unit located 2 blocks restaurants bars shops parks buses downtown seattle lovely apartment perfect wanting checkout city come home quiet clean relaxing apartment guests come go please access city amenities apartment brand new porcelain tile kitchen bath laundry room floors brand new wood floors installed across living bedroom space apartment amenities include day bed trundle extends king size bed brand new granite kitchen countertops handmade reclaimed kitchen shelves mobile kitchen island seating hidden trash recycle bins full washerdryer unit radiant heated floors bathroom closet space lots additional storage full length mirror full kitchen,flexible,,,5468952,Jennifer
258,9573675,https://www.airbnb.com/rooms/9573675,lake union view 5 min to downtown,2,quietprivate view home w ground level entry dedicated 1 car garage plentiful storage poised overlooking lovely thomas c wales park quiet east exposure 3 levels focused lakemountain views fully air conditioned built,flexible,,,49560117,Charles
259,3544953,https://www.airbnb.com/rooms/3544953,view of lake union,1,views lake union west side view gas works park cascade mountain range share space schedules allow provide private room guests shared bathroom living area views lake union west side also enjoy views gas works park cascade mountain range walking distance julies landing kayak boat rentals great restaurants fremont neighborhood views lake union west side also enjoy views gas works park cascade mountain range walking distance julies landing kayak boat rentals views lake union west side also enjoy views gas works park cascade mountain range walking distance julies landing kayak boat rentals bathroom kitchen living area dining area private bedroom depends arent busy wed love get know guests working earlynormal busines,flexible,10.0,1.02,15791829,Sabrina & Ryan
260,2020505,https://www.airbnb.com/rooms/2020505,private in house guest suite ,1,travel home private lower level guest suite fully restored 1914 craftsman home queen anne hill home featured queen anne historical registry premier neighborhood seattle quiet tree lined streets vibrant local village scene village queen anne avenue7 min walk provides varied excellent dining choices number bars brew pubs 24hr grocery stores yoga studio pedicuremanicure services hair salons bakeries indoor swimming pool starbucks coffee houses sushi dry cleaners drugstore mailingshipping services short 5 min car ride bring heart downtown lake union waterfront path suite lush landscaped yard reflecting pond decommissioned octoberjune outdoor grill 2 lounge chairs open air dining table 6 chairs available late spring summer weather parking onstreet ample bus lines steps hom,moderate,10.0,2.76,10385963,Trish And Patrick
261,5580457,https://www.airbnb.com/rooms/5580457,steps away from lake union,0,homey condo converted apartment centrally located west lake 2 blocks paddle boarding electronic boat rental lake side dining 10 caburber ride downtown steps bus stop comfortable quite home base seattle getaway everything wine would love meet upon arrival show around place answer questions parking spot garage stay mile south lake union amazon campus south lake union slu great restaurants great night life perfect spot brunch next morning steps dexter ave leads slu direction fremont walking distant downtown fremont bars great eats fremont troll steps multiple bus stops mile slut south lake union transit leads downtown dexter ave steps away bike lanes sidewalks quick cab urber ride city spa,moderate,9.0,1.7,17572659,Rachel
262,1495271,https://www.airbnb.com/rooms/1495271,spacious queen anne craftsman,4,threebedroom twobath craftsman one block queen anne ave great restaurants coffee shopping neighborhood less 10 minute drive downtown south lake union fremont etc three queen beds sleep 6 guests full access house including laundry facilities available text time issues please feel free contact queen anne ave one block 1st ave n features large variety restaurants shops well safeway 2 blocks away trader joes 3 blocks away 13 bus stops boston st 2 blocks away goes downtown uber downtown costs 10 walk seattle center 30 minutes lively fremont neighborhood also walkable 20 minutes street parking neighborhood free time restrictions,moderate,9.0,0.14,1300775,Tatyana
263,8455865,https://www.airbnb.com/rooms/8455865,queen anne jewel,3,luxurious 4 bedroom 35 bath home crown queen anne hill prime location business travelers 2 miles south lake union tech corridor amazon main campus great access vacationers nearby dining shopping lovely home crown queen anne hill prime location desirable convenient seattle neighborhood close downtown seattle walking distance restaurants bakeries grocery clothing stores beautiful parks two stories plus daylight basement includes 4 bedrooms 35 bathrooms openfloor plan house great entertaining relaxing theres spacious deck kitchen comfortable family room daylight basementsomething everyone youll find wellequipped kitchen stocked basics appliances updated bathrooms amenities cable tv wifi amenities free highspeed wifi free hd cable tv free use fullsize washer,strict,10.0,1.07,44510434,Bill
264,9679300,https://www.airbnb.com/rooms/9679300,cozy 1 br apt in queen anne,3,1br apt comfortably sleeps 2 centrally located 1 block stunning city views kerry park space needle within walking distance restaurants bars entertainment grocery stores also nearby busses downtown fremont ballard,flexible,,,49371015,Geoff
265,6065566,https://www.airbnb.com/rooms/6065566,charming queen anne hill craftsman,2,100 yearold arts crafts home top coveted queen anne hill 3 br 15 ba 2 queensize beds 1 full upstairs bathroom claw foot tub separate walkin shower 4 blocks shopping restaurants 1 block bus charming 100 yearold arts crafts home top coveted queen anne hill 3 br 15 ba two queensize beds one full upstairs bathroom fantastic claw foot tub separate walkin shower quiet street easy parking yet 4 level blocks action queen anne avenue including great shops restaurants cook wolf paragon pub hilltop ale house drug store bartells grocery stores trader joes safeway minutes downtown seattle world away home everything need vacation seattle including linens towels updated kitchen washer dryer one week minimum preferred cleaning fee smoking pets please,strict,10.0,0.37,31483782,Kevin
266,4645208,https://www.airbnb.com/rooms/4645208,1905 craftsman in ideal location,3,family home located ideal city neighborhood steps space needle restaurants downtown walk bike bus anywhere seattle come home complete comfort family home blocks coffee parks much old world charm modern touches charming old homes parks views seattle skyline walking restaurants shops downtown buses biking walking guest access everything interaction guests much needed charming old homes parks views seattle skyline walking restaurants shops downtown buses biking walking,strict,10.0,1.57,24049136,Jeff
267,6115807,https://www.airbnb.com/rooms/6115807,spacious 3br2ba  family home,1,spacious 2story home walk shops coffee grocery stores dining close public transportation bus stop across street 10 minute drivecab downtown seattle center fremont ballard neighborhoods desirable location new carpet 2 story 3 bedroom2 bath house great home away home trip seattle three bedrooms home comfortably sleep 6 guests master bedroom kingsized bed one guest bedroom queensized bed guest bedroom pair twin beds great kids den main floor also queen sleeper sofa accommodate additional guests living room spacious two sofas new carpet throughout homes location east queen anne neighborhood puts within easy walking distance restaurants coffee shops shopping public transportation safeway trader joes 2 minute walk away easy get supplies yo,strict,10.0,1.53,13566271,Gene & Shannon
268,7091397,https://www.airbnb.com/rooms/7091397,secret garden bungalow,2,light airy bungalow accessed secret garden path downstairs kitchen dining area adjoining personal gym loft area cozy nestled among 9 birch trees provide tree house like experience light filled space set among stand 9 birch trees surrounding garden sleeping loft upstairs four 6 tall windows look grape arbor birch trees feels almost like tree house private access bungalow shared access two outdoor patios one grape arbor fountain bungalow main house outdoor teak tables chairs use busy household available advice neighborhood questions might bungalow want able make time queen anne beautiful safe neighborhood close everything neighborhood sits,moderate,10.0,1.98,7376011,Barbara
269,6134153,https://www.airbnb.com/rooms/6134153,2br apt in lovely queen anne home,3,comfortable 2br1ba daylight basement apartment easy walk shops restasurants starbucks grocery stores bus stop across street safe family neighborhood 10 minutes seattle center downtown fremont ballard neighborhoods one bedroom queen sized bed pair twin beds apartment great families kids group 4 people comfortable accommadate 6 2 providing sleeping surface sleeping bag take seat large comfortable lshaped couch enjoy good read neighborhood must anyone visiting seattle short drive queen anne ave heading north downtown youre youll wish lived kerry park blocks apartment enjoy stunning views space needle sound clear day one best views mt ranier whenever theyre filming anyone seattle appears tv,strict,9.0,1.67,13566271,Gene & Shannon
270,7763878,https://www.airbnb.com/rooms/7763878,best seattle location,4,best central seattle location right heart lower queen anne across street seattle center blocks away space needle walk pike place market wrap around private outdoor patio view space needle surrounded many restaurants bars grocery stores finding two bedroom two bath apartment includes private patio view space needle something hard find right heart downtown direct tv wifi internet appliances kitchen stove microwave coffee kerig kettle cooking utensils refrigerator town dates available booking phone call text away theres anything need know need help ill leave cheat sheet kitchen important information wifi code lock leave key stay small check requirements leaving apartment also lea,moderate,10.0,0.24,19002091,Jaymi
271,8088447,https://www.airbnb.com/rooms/8088447,central 1br with lake union view,3,pleasant centrally located apartment offers full kitchen onsite laundry wifi enjoy lake view home venture foot one many transit routes space needle south lake union fremont home matches calm atmosphere convenient location relax deck watch seaplanes sailboats go cozy book mug tea comfy living room cook delicious dinner kitchen washingtons yearround fresh produce youve recharged wont go far reach seattles interesting neighborhoods whether youre food music museums outdoors youll find something love near home away home queen sized bed full bathroom kitchen amenities lightfilled dining area large balcony grill building free laundry room downstairs generally town rent home ho,flexible,10.0,0.53,5992456,Hannah
272,3418349,https://www.airbnb.com/rooms/3418349,everything you need in lower q a,2,cleaning fee incredible view 1bd apt lower queen anne hardwood tile carpet flooring fast wifi nice deck table 2 chairs bbq full kitchen bathroom extremely comfortable queen size bed 5 blocks space needle key arena stunning 180 degree view seattle skyline combination location view amenities five blocks space needle securegated entrance building pots pans dishes stove oven microwave blender glasses utensilseverything need 55 hd tv surround sound premium cable ps4blu ray wifi also entire one bedroom fully furnished apartment coinop laundry site secure gated entrance complex interact unless emergency question perfect location walk nightlife space needle seattle center key arena fantastic deck incredible view city hd tv ps4 blu ray premium cable package wireless,moderate,9.0,6.39,17234030,Zachary
273,9199982,https://www.airbnb.com/rooms/9199982,lakeview in queenanne near fremont,2,amazing lake view balcony clean modern apt building safe neighbourhood trendy queen anne neighborhood bus stop downstairs zip downtown straight shot 20 min street parking premises wifi available lobby please feel free contact us additional questions downtownseahawks stadium 5 min drive busline 2 min walk fremontsouth lake union walking dist queen anne 5 min drive capitol hilluw 10 min drive,flexible,9.0,4.19,46019955,Janny
274,6400000,https://www.airbnb.com/rooms/6400000,cozy 1br1ba apartment,2,1br1ba daylight basement apartment sleeps 4full bed bedroom queensized sleeper sofa family neighborhood easy walk shops grocery store restaurants starbucks bus stop across street 10 minutes seattle center downtown wonderfully located 1 bedroom 1 bath apartment night fullsized bed queensized sleeper sofa enjoy meal day town located top queen anne home safe clean walkable superconvenient neighborhood walk blocks safeway get ingredients tasty breakfast popcorn hbo movie feel like vanilla latte starbucks across street storyville coffee queen anne mom pop style coffee shop less one block away youll find great restaurants like queen anne cafe ying thai kitchen family owned thai restaurant homegrown sustainable sandwich shop bus line across street take,moderate,9.0,1.46,13566271,Gene & Shannon
275,6776229,https://www.airbnb.com/rooms/6776229,heart of seattle water  city view,2,completely remodeled 1 bedroom apartment comfortable memory foam queen bed sofa sleeper sleeps 4 fully equipped kitchen including keurig stunning balcony water view newly renovated one bedroom one bath apartment hardwood flooring new appliances microwave washerdryer queen size bed fullqueen pull sofa memory foam mattress topper provided extra comfort fully equipped kitchen includes toaster blender keurig culinary needs addition happy find iron ironing board business evening attire bathroom includes basic essentials provide shampoo conditioner individually packaged soaps blow dryer check 4pm check 1100am earlylate check inout guaranteed best accommodate one parking spot available please park designated parking spot key entry access provided apartment access c,strict,10.0,4.88,33944952,Timothy
276,7627794,https://www.airbnb.com/rooms/7627794,westlake luxury loft with lake view,1,love loft heart lake union literally lake inside marina get unobstructed view lake well surroundings gas works park kenmore sea planes loft composed large flat space high ceiling third floor overlooking beautiful lake union bedroom walkin closet bathroom also accessible living room kitchen fullsize refrigerator oven dishwasher also find bbq tools outdoor grilling deck additional deck furnitureamenities include hot tub two zero gravity chairs outdoor table fully enjoy lake view guests wanting use hot tub first day please message host upon booking takes day fully heat hot tub leave heated conserve energy loft downstairs office contains murphy bed bed fully functional office black,moderate,10.0,1.01,39970532,Ian
277,8374102,https://www.airbnb.com/rooms/8374102,spacious  clean 1 bedroom apt,1,unit really spacious love layout private big windows nice place come home two blocks cafe vita walking distance teatro zinzanni space needle blocks away safe area lots explore apartment located second floor apartment spacious lots windows lovely cross breeze open windows apartment accommodation four people queen size bed living room couch pull make full size bed wireless internet flat screen tv living room tv fire tv means watch movies play games regular tv network bedroom find queen sized bed side table wall wall long closet extra linens fully stocked kitchen space charming bright cheerful youll feel good older building inside almost brand new everything unit,strict,9.0,1.42,23792018,Roda
278,6316934,https://www.airbnb.com/rooms/6316934,cute vintage flat 10 min to it all,4,turn right 10 minute walk takes dinner one great fremont cafes like sixgill hang louie 17 miles youll base space needle seattle easily accessible foot bus uber place vintage flat classic building upper queen anne thats nice way saying old apartment nostalgia sake stop listen old apartment bnl apartment may old keep clean carpet stains strategically placed rugs around place best part place close everything want see whether town business vacation spot central multiple destinations think place comfortable fun asked us street noise minimal amount rush hour livingroomkitchen bedroom backside facing street large b,strict,10.0,6.82,31366898,Christine
279,1820794,https://www.airbnb.com/rooms/1820794,highland hideaway spaceneedle view,3,cozy self contained basement level unit space needle view private patio free directv wifi washer dryer unit full private bathroom separate office area fully equipped kitchen breakfast bar private backyard access looking want enjoy comforts home vacation close best parts seattle 8 blocks seattle center 2 blocks 34 bus line walking distance downtown theater opera ballet concerts key arena yummy restaurants much much unit comes fully furnished coffee pot everything would need whether staying nights week even months professional also welcome enjoy home away home traveling business relocating extended period time guests access entire backyard private space bedroom queen bed full bathroom kitchen laundry office space,moderate,10.0,4.37,9533123,Pam
280,314180,https://www.airbnb.com/rooms/314180,sunny home w views in wallingford,1,historic recently remodeled house corner lot heart seattles charming wallingford neighborhood house unique style south facing open floor plan allows lot light bonus seattle enjoy commanding views downtown mt rainer sunny days cascades gorgeous aurora bridge enjoy outdoors rocking chairs sitting covered front porch grill back deck drink views bedroom balconies great option folks visiting uw downtown seattle amazon microsoft exploring seattles many neighborhoods offering special rate try airbnb experience ive used service road new renting home come first guests music lover plug ipod stereo rock built speakers kitchen living room also entertainment pleasure youll find flat screen tv basic c,strict,10.0,0.51,1224813,Cam
281,8670079,https://www.airbnb.com/rooms/8670079,furnished great spot near uw,4,furnished home sweet bungalow great walkable neighborhood near restaurants coffee shops bus line uw available nightly weekly discounted please ask oct 31 includes linens dishes treehouse sauna games great families visiting guests needing temporary space seattle october full house live block close bus line parking also available offstreet walk anything need walkable univ washington 10 min car downtown contact us questions happy help,moderate,,,45544717,Annie
282,4868135,https://www.airbnb.com/rooms/4868135,designer 2 bdrm fremontwallingford,4,luxurious newspacious 2 bdrm apartment one seattles popular locations everything beautifully designed high standard nestled border trendy fremontwallingford neighborhoodsthe perfect base exploring city luxurious new spacious 2 bedroom apartment one seattles popular neighborhoods apartment completely renovated interior designer ellen henry ellen henry designs new kitchen baths furnishingseverything beautifully designed high standard beds linens good better found five star hotels furnishings finishes modern luxurious comfortable get idea quality offerings please see listings apartments modern dcor clean location apartment nestled border seattles trendy popular fremontwallingford neighborhoods known center universe close,strict,9.0,0.89,1121532,Autumn
283,5336585,https://www.airbnb.com/rooms/5336585,beautiful loft apartment uw ,3,great loft apartment wallingford fremont area 1 month sub lease starting feb 13th queen size bed sun light roof two huge windows refrigerator bathroom w shower utilities rolled free wifi,flexible,,0.1,27656377,Alex
